				
				
				
				
				
				
FD1.41		2473.0621	-2653.6205	-957.4135
FD1.42		2473.2083	-2653.7563	943.2874
FD1.43		102.0803	-2652.0913	935.6112
FD1.44		101.6918	-2655.8488	-949.6582
FD1.6		1663.2175	-2655.0958	-957.1216
FD1.7		1646.4405	-2655.556	-956.902
FD2.10		2580.5036	-2700.6692	-961.2806
FD2.1		3754.6265	-2121.6048	-965.6891
FD2.11		3758.8465	-2119.7453	936.8707
FD2.12		3537.4882	-2229.327	940.0178
FD2.13		3522.6226	-2236.7093	940.9366
FD2.16		3062.5547	-2465.034	939.4157
FD2.17		3046.6178	-2473.502	939.5203
FD2.18		2823.4273	-2583.8623	939.6732
FD2.19		2809.5469	-2591.1726	938.2849
FD2.2		3531.6042	-2232.2516	-964.5564
FD2.20		2586.3345	-2701.6891	940.2679
FD2.3		3516.7429	-2238.6789	-963.3317
FD2.4		3293.7059	-2349.0078	-962.8138
FD2.5		3279.0169	-2356.1938	-961.57
FD2.6		3054.9324	-2466.5127	-960.33
FD2.7		3040.1076	-2473.6897	-960.612
FD3.1		3971.0076	-1325.0198	-615.3009
FD3.11		3839.4394	-1642.0952	681.0039
FD3.12		3835.4678	-1651.4458	678.8337
FD3.13		3799.7364	-1734.8015	676.8362
FD3.14		3763.4099	-1818.954	675.8786
FD3.15		3759.8115	-1827.2332	674.5165
FD3.2		3906.2362	-1477.2061	-614.226
FD3.3		3899.841	-1493.4204	-614.2466
FD3.4		3834.3835	-1646.0128	-612.8476
FD3.5		3828.6188	-1661.5119	-617.1413
FD3.6		3762.7641	-1815.3627	-615.8951
FD3.7		3756.4583	-1831.0076	-619.4587
FD3.8		3975.8538	-1323.712	678.574
FD3.9		3975.9872	-1324.486	678.5535
FDG.1		3666.551	-889.7806	-1062.7437
FDG.2		3671.6585	-892.6284	-124.8216
FDG.3		3539.5031	-682.7459	-306.0178
FDG.4		3548.6728	-686.8479	1101.0007
FDG.5		3680.2153	-900.355	1085.2408
FDG.11		-67.2253	-2558.3263	-1673.8461
FDG.12		-111.4514	-2276.8239	-688.4192
FDG.13		-111.8835	-2272.7838	-55.7373
FDG.14		-110.5514	-2230.2813	1408.2988
RFDIM		3537.3244	-706.826	-364.5018
RFDIT		3541.4935	-708.0603	227.2558
RFDSB		3642.1612	-856.957	-1112.5737
RFDSM		3646.0183	-840.8019	-386.4427
RFDST		3648.2032	-848.0224	2.9033
RFUOB		-29.7369	-2695.5007	-1355.4423
RFUOM		-30.181	-2473.1236	-877.7663
RFUSM		-87.1363	-2228.681	-748.7916
RFUST		-86.8267	-2225.4717	-85.8755
