				
				
				
				
				
				
LGEMREF.4		1797.0997	535.5828	-81.0157
"Point Group
Berechnung IstPositionen::GEMs_rechts_transformation_ohne_subframe_punkte - IST"				
Point Name		X	Y	Z
FDG.1		3666.4703	-889.7217	-1062.7596
FDG.2		3671.6557	-892.6239	-124.819
FDG.3		3539.5025	-682.7331	-306.0449
FDG.4		3548.6834	-686.8653	1100.9739
FDG.5		3680.2074	-900.3421	1085.265
FDG.11		-67.5752	-2558.42	-1671.368
FDG.12		-111.6378	-2276.8136	-686.0019
FDG.13		-112.074	-2272.6125	-53.2953
FDG.14		-110.7481	-2229.603	1410.7197
R1UB		1884.3023	-489.5659	-86.6888
R1UM		1916.9362	-331.2002	-10.0204
R1UT		1884.1581	-486.14	73.3444
R3DB		2659.8457	-653.9003	-82.3087
R3DM		2693.0554	-496.3596	-3.8169
R3DT		2659.2723	-652.2588	77.8399
RCBIDI		1375.8197	-470.7148	-149.5768
RCBIDO		1430.2139	-629.2219	-208.7116
RCBIMI		747.0319	-658.1324	-225.0338
RCBIMO		801.4015	-816.3874	-284.7853
RCBIUI		118.3587	-844.4191	-302.9834
RCBIUO		172.5649	-1002.8242	-362.3097
RCBMDI		1984.1128	-685.1896	-234.877
RCBMDO		2071.9171	-939.8499	-333.2992
RCBMMI		1065.1176	-958.6382	-347.286
RCBMMO		1153.0108	-1213.2446	-445.9882
RCBMUI		146.2968	-1231.5417	-461.1804
RCBMUO		234.2164	-1486.2034	-559.9234
RCBODI		2616.6417	-967.6767	-342.9998
RCBODO		2676.9342	-1139.7044	-417.4071
RCBOMI		1455.9386	-1313.4104	-484.501
RCBOMO		1516.2386	-1485.318	-559.0034
RCBOUI		295.4809	-1658.3327	-629.5374
RCBOUO		355.9548	-1830.1215	-704.331
RCDIIB		1615.7758	-483.8913	-94.1958
RCDIIM		1461.4311	-429.6279	-5.9433
RCDIIT		1615.3874	-482.3601	83.5157
RCDIOB		1912.6068	-586.9033	-130.4224
RCDIOM		1817.8612	-553.5624	-4.023
RCDIOT		1911.4015	-585.7735	123.6092
RCDMIB		2289.3899	-718.9483	-153.9084
RCDMIM		2053.3177	-636.0519	-2.4902
RCDMIT		2288.6699	-717.4523	150.8879
RCDMOB		2668.5711	-850.3414	-189.892
RCTIDI		1375.5872	-469.0941	138.1832
RCTIDO		1429.7989	-626.6421	199.9655
RCTIMI		746.5524	-655.5313	214.0885
RCTIMO		800.7165	-812.9974	276.2053
RCTIUI		117.538	-841.0004	292.3981
RCTIUO		171.6147	-998.6272	354.0417
RCTMDI		1982.7988	-682.8643	229.9663
RCTMDO		2070.2312	-936.4531	331.5462
RCTMMI		1063.3983	-955.2253	340.9904
RCTMMO		1150.8265	-1208.7181	442.7911
RCTMUI		144.0734	-1226.769	454.1755
RCTMUO		231.4818	-1480.3172	555.9559
RCTODI		2614.653	-964.2096	345.8112
RCTODO		2674.5089	-1135.3912	422.3756
RCTOMI		1453.2306	-1308.6152	484.3644
RCTOMO		1513.3771	-1479.9851	561.3684
RCTOUI		292.0508	-1651.7247	627.5718
RCTOUO		352.1303	-1822.8014	704.3881
RCUIIB		18.6915	-967.0534	-271.8874
RCUIIM		7.5031	-879.858	-5.7511
RCUIIT		17.4607	-963.5849	261.5263
RCUIOB		41.4512	-1151.6803	-283.5597
RCUIOM		34.9312	-1101.7583	-4.5157
RCUIOT		40.4569	-1148.2443	275.2129
RCUMIB		71.0153	-1386.9651	-384.0957
RCUMIM		53.462	-1248.503	-3.9717
RCUMIT		68.9532	-1382.6815	377.8055
RCUMOB		100.5042	-1622.9047	-433.6868
RCUMOM		93.4208	-1572.0449	-2.1817
RCUMOT		98.2876	-1617.759	429.8983
RCUOIB		124.2871	-1807.3053	-534.0967
RCUOIM		111.5651	-1718.7854	-1.0989
RCUOIT		121.1506	-1801.1202	532.9822
RFDIM		3537.2895	-706.8256	-364.575
RFDIT		3541.3791	-708.0693	227.2262
RFDSB		3641.9205	-856.7448	-1112.9026
RFDSM		3645.9736	-840.8393	-386.5118
RFDST		3648.1765	-848.0164	2.8833
RFUOM		-30.4597	-2473.1687	-875.3605
RFUSM		-87.3048	-2228.6721	-746.3773
RFUST		-87.0114	-2225.3014	-83.4708
RGEMREF.1		1794.0799	-528.8847	71.9376
RGEMREF.2		1793.8195	-531.4522	-84.6774
RGEMREF.3		2634.943	-708.1177	77.3344
RGEMREF.4		2634.9037	-710.3893	-80.4567
